Task,Question,Token_Step,Token_Rank,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j),N_runs
gpt-4o,question_001,5,3,8.446185580934877e-07,8.700331554673618e-07,2.2898981855150214e-07,1.1333200781926062e-06,30
gpt-4o,question_001,5,4,4.3138894808144047e-07,4.832430931029831e-07,1.7328066666702863e-07,7.452389048534373e-07,30
gpt-4o,question_001,5,5,2.699563056295106e-07,2.8646562281163666e-07,4.156147968870925e-08,1.845795243625201e-07,30
gpt-4o,question_001,5,6,1.046734189996251e-08,1.0735501100067828e-08,2.0501163610463267e-09,1.2494041264476008e-08,30
gpt-4o,question_001,5,7,4.035519794653136e-09,4.124025713837216e-09,5.725756973538682e-10,3.487109966374045e-09,30
gpt-4o,question_001,5,8,2.525363757936735e-09,2.553747746056517e-09,2.888012336401832e-10,1.7697967476299152e-09,30
gpt-4o,question_001,5,9,1.5803322581517683e-09,1.952095830823657e-09,7.860243635988749e-10,3.156213463969175e-09,30
gpt-4o,question_001,5,10,8.134853304686304e-10,8.449435082429739e-10,1.1899076851179484e-10,7.948329270074322e-10,30
gpt-4o,question_001,6,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_001,6,2,5.780648287988534e-09,5.948992085384318e-09,5.964274305398431e-10,3.989827120194184e-09,30
gpt-4o,question_001,6,3,1.6305067188138468e-09,1.6505565744956985e-09,2.47839833078585e-10,1.6518379809165613e-09,30
gpt-4o,question_001,6,4,2.500463038041306e-10,2.487573366043576e-10,3.358001258173724e-11,2.4359881754189243e-10,30
gpt-4o,question_001,6,5,3.437299118169812e-11,3.5580903301224786e-11,4.017590943314341e-12,2.6842034493141444e-11,30
gpt-4o,question_001,6,6,2.184880253016917e-11,2.2130076127235824e-11,4.751943438036099e-12,2.761469235444771e-11,30
gpt-4o,question_001,6,7,6.663508288672191e-12,6.732677706662492e-12,1.1659210697742547e-12,6.971747906098606e-12,30
gpt-4o,question_001,6,8,4.875126807608066e-12,4.8507300714579976e-12,6.924858196907588e-13,4.045130919756462e-12,30
gpt-4o,question_001,6,9,4.508755242294825e-12,4.343188224483567e-12,7.930878876151839e-13,4.554409891651671e-12,30
gpt-4o,question_001,6,10,4.508755242294825e-12,4.466086599006898e-12,9.054884698755144e-13,4.895875840721796e-12,30
gpt-4o,question_001,7,1,0.9856096520889628,0.9859264606860443,0.0007650926044652119,0.003066605118194232,30
gpt-4o,question_001,7,2,0.01320717685592846,0.012918576402368605,0.00071137515472356,0.0027667951486458203,30
gpt-4o,question_001,7,3,0.0009418920411674236,0.0009353146282726829,4.9947080594070976e-05,0.0002487201228702239,30
gpt-4o,question_001,7,4,6.71726158354808e-05,5.897572016938302e-05,9.313469248784547e-06,3.5916673953758984e-05,30
gpt-4o,question_001,7,5,6.021314367945355e-05,5.269891977159578e-05,1.1730893289048425e-05,3.991211833962946e-05,30
gpt-4o,question_001,7,6,4.269751244709187e-05,4.167576312071791e-05,4.762286265717526e-06,2.086403412593079e-05,30
gpt-4o,question_001,7,7,3.430841509160797e-05,3.123302647163219e-05,4.676576170294253e-06,2.0163223172391625e-05,30
gpt-4o,question_001,7,8,1.1138311610644969e-05,1.093563953956482e-05,1.2822935750180692e-06,6.075424293439775e-06,30
gpt-4o,question_001,7,9,3.3443276170493427e-06,2.9592293814180033e-06,5.070052462458726e-07,1.5852495649597962e-06,30
gpt-4o,question_001,7,10,3.092997427634263e-06,2.826755142080719e-06,3.948888564336705e-07,1.2929779334369522e-06,30
gpt-4o,question_001,8,1,0.9996947356050134,0.9996900105235187,5.471260307228528e-05,0.0002772185202223332,30
gpt-4o,question_001,8,2,0.0002780234276279752,0.00028302821506242886,5.0590425119066836e-05,0.0002563719323559672,30
gpt-4o,question_001,8,3,1.3416098710758094e-05,1.3322236505062993e-05,3.0702210870136455e-06,1.338505362863982e-05,30
gpt-4o,question_001,8,4,1.2026113159968866e-05,1.1876577940218741e-05,1.5245864306792733e-06,8.03863375965529e-06,30
gpt-4o,question_001,8,5,5.803234735915276e-07,6.044298575655135e-07,1.2477150216860876e-07,5.172148818208314e-07,30
gpt-4o,question_001,8,6,4.0197832174808e-07,3.8777441988820047e-07,7.543102177965741e-08,3.8347742168031156e-07,30
gpt-4o,question_001,8,7,2.6569144682938967e-07,2.5253156210950754e-07,3.455820294213848e-08,1.879109605098729e-07,30
gpt-4o,question_001,8,8,8.969348730784616e-08,9.132307050530611e-08,1.2751527365976042e-08,6.382676003141294e-08,30
gpt-4o,question_001,8,9,6.511048923293421e-08,6.476023928654428e-08,1.0659545532236358e-08,5.773972881329973e-08,30
gpt-4o,question_001,8,10,4.8009464145247654e-08,4.791729913460167e-08,7.1104318814419896e-09,3.492035768671546e-08,30
gpt-4o,question_001,9,1,0.9528500250239889,0.9546669832767022,0.005118299402933957,0.025625779267270277,30
gpt-4o,question_001,9,2,0.04670413176192535,0.04490745538617425,0.005059807805769479,0.025374752623556665,30
gpt-4o,question_001,9,3,0.00043690364372921564,0.0004165018328157065,6.450464088981114e-05,0.00026264928401466264,30
gpt-4o,question_001,9,4,3.72135435475156e-06,3.907051110929821e-06,6.599521343424483e-07,3.050036004159324e-06,30
gpt-4o,question_001,9,5,1.6513409847795174e-06,1.5529865161711542e-06,2.0533891764818805e-07,7.116400772287329e-07,30
gpt-4o,question_001,9,6,7.214174482777243e-07,8.209525470625698e-07,2.0898872856105947e-07,7.586829001215182e-07,30
gpt-4o,question_001,9,7,6.620098631646882e-07,6.281436845209395e-07,1.5672012863336998e-07,6.364754898685496e-07,30
gpt-4o,question_001,9,8,2.960691242304713e-07,2.7474060652923705e-07,3.3060887841892954e-08,1.2274486521218122e-07,30
gpt-4o,question_001,9,9,2.6957400529655663e-07,2.456589610712353e-07,2.9328764237417543e-08,1.0250730477147644e-07,30
gpt-4o,question_001,9,10,2.2174552816288625e-07,2.211730568407459e-07,3.317950520374978e-08,1.6905947993969477e-07,30
gpt-4o,question_001,10,1,0.9999791843694832,0.9999812386085091,2.3968474738634597e-06,9.65533806274177e-06,30
gpt-4o,question_001,10,2,2.0145674032476512e-05,1.812429297183697e-05,2.3439128822288184e-06,9.33731829028018e-06,30
gpt-4o,question_001,10,3,5.285407229172585e-07,5.103724563999137e-07,3.929045323679499e-08,2.0698661564639253e-07,30
gpt-4o,question_001,10,4,2.935593839440362e-08,3.2605195568236896e-08,5.134954705255773e-09,2.6142709420172643e-08,30
gpt-4o,question_001,10,5,1.2430086396119415e-08,1.2595040173667131e-08,1.0973246391318988e-09,6.31595043713616e-09,30
gpt-4o,question_001,10,6,1.2047652842531223e-08,1.3657629430486378e-08,2.276914178320072e-09,1.1185573097178353e-08,30
gpt-4o,question_001,10,7,4.466845059170314e-09,4.288041957712201e-09,3.3681009917127305e-10,1.5005681539539752e-09,30
gpt-4o,question_001,10,8,4.004054032977116e-09,4.042396377488745e-09,3.1817858106042855e-10,1.8839186935500466e-09,30
gpt-4o,question_001,10,9,3.88086224140046e-09,3.5368561419346194e-09,3.8468932945669144e-10,1.5993992664928331e-09,30
gpt-4o,question_001,10,10,3.732188743680188e-09,3.626162086705617e-09,2.6021663248381673e-10,1.427753524869344e-09,30
gpt-4o,question_001,11,1,0.9999975415208362,0.999996985238737,6.603566519185208e-07,3.3376895574033227e-06,30
gpt-4o,question_001,11,2,1.3709551640442868e-06,1.7002187659739621e-06,4.681652267744003e-07,2.4393342279664217e-06,30
gpt-4o,question_001,11,3,8.579218195437537e-07,1.0951219573399554e-06,2.229451266726646e-07,9.002326543225189e-07,30
gpt-4o,question_001,11,4,5.233361661012003e-08,6.345312179746342e-08,2.0554799280742178e-08,9.098388993486487e-08,30
gpt-4o,question_001,11,5,1.7257795071296986e-08,2.0085103362270596e-08,4.942684811205038e-09,2.5062160649756725e-08,30
gpt-4o,question_001,11,6,1.5229950695859287e-08,1.973908338620584e-08,4.165070820924193e-09,1.658669691836681e-08,30
gpt-4o,question_001,11,7,8.677764327999391e-09,9.522169574518356e-09,2.212586529298806e-09,9.26461668603052e-09,30
gpt-4o,question_001,11,8,6.153456334719084e-09,6.762747264846467e-09,2.555618852891191e-09,1.1318517774271467e-08,30
gpt-4o,question_001,11,9,5.515922609224554e-09,5.819621899532459e-09,9.141910715080806e-10,4.578662155377229e-09,30
gpt-4o,question_001,11,10,3.6174303640639408e-09,3.760693745061734e-09,1.1521288966427277e-09,5.42474004070053e-09,30
gpt-4o,question_001,12,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_001,12,2,1.2333613463148267e-08,1.4164386764998404e-08,3.7379304879113645e-09,1.8241040309433203e-08,30
gpt-4o,question_001,12,3,1.2142398509871405e-08,1.4986365332548976e-08,5.017004190660761e-09,1.7999507521257108e-08,30
gpt-4o,question_001,12,4,2.0648749753191464e-10,2.741019904373082e-10,9.528804915584814e-11,4.0134078788159695e-10,30
gpt-4o,question_001,12,5,1.6918979226151304e-10,2.2311992299992914e-10,8.422452292434109e-11,2.9346960444443946e-10,30
gpt-4o,question_001,12,6,1.570874043317443e-10,1.9158969733612893e-10,5.986003149739926e-11,2.339285392870578e-10,30
gpt-4o,question_001,12,7,1.3073973822530802e-10,1.5236266960791986e-10,3.5085321795649436e-11,1.4782653663961106e-10,30
gpt-4o,question_001,12,8,1.1314581283149052e-10,1.3863191054249583e-10,3.35480956386306e-11,1.4144051138595702e-10,30
gpt-4o,question_001,12,9,1.1182762418441282e-10,1.4026339377562674e-10,5.447202350531194e-11,1.9021039967145837e-10,30
gpt-4o,question_001,12,10,1.1095737470879944e-10,1.1040283126650986e-10,1.3603097861043588e-11,6.389140506088521e-11,30
gpt-4o,question_001,13,1,0.9999996871837232,0.999999651422638,5.462596009634221e-08,1.1920361764339305e-07,30
gpt-4o,question_001,13,2,2.8291339807619673e-07,2.908548674219717e-07,4.993294833954473e-08,2.1630922102175002e-07,30
gpt-4o,question_001,13,3,1.269839909415411e-09,1.3193422200754623e-09,1.9052874837688565e-10,9.345279716264535e-10,30
gpt-4o,question_001,13,4,9.218049184080464e-10,9.292541837682076e-10,1.0483525695389014e-10,5.039246205595832e-10,30
gpt-4o,question_001,13,5,2.8780153152466077e-10,2.8616928806198194e-10,3.222715359025182e-11,1.7397941575568887e-10,30
gpt-4o,question_001,13,6,2.855618422375394e-10,2.890595476845784e-10,2.1908877034294152e-11,1.0177725485417148e-10,30
gpt-4o,question_001,13,7,2.3125502732234879e-10,2.2982345825903606e-10,2.4777241883019176e-11,1.1783692704975015e-10,30
gpt-4o,question_001,13,8,1.9626359260165983e-10,1.928328897462686e-10,1.4544738181872517e-11,6.469355930116165e-11,30
gpt-4o,question_001,13,9,1.787000346254811e-10,1.7976401796159634e-10,1.2508811831815206e-11,6.942303180289728e-11,30
gpt-4o,question_001,13,10,1.3808868393003807e-10,1.3868683730358913e-10,1.8412921505684367e-11,8.666611904885137e-11,30
gpt-4o,question_001,14,1,0.9999958726751765,0.9999952567927947,1.1792802066524859e-06,5.125728731791845e-06,30
gpt-4o,question_001,14,2,4.029457466775093e-06,4.613628633404318e-06,1.1842668955717645e-06,5.06547796453659e-06,30
gpt-4o,question_001,14,3,3.1741882464790274e-08,3.217296213787058e-08,4.4642918585104865e-09,2.1896373862663815e-08,30
gpt-4o,question_001,14,4,2.631494482917099e-08,2.4936753945032857e-08,4.812164625415752e-09,2.5777815546416267e-08,30
gpt-4o,question_001,14,5,8.953209060336906e-09,8.690155000864146e-09,1.5596261085723576e-09,9.007123821635285e-09,30
gpt-4o,question_001,14,6,6.5503076777691575e-09,6.898909054250902e-09,9.305859330130843e-10,4.348885208601335e-09,30
gpt-4o,question_001,14,7,1.9062482097948784e-09,2.2463011282012476e-09,3.6541649845347044e-10,1.2952643875586716e-09,30
gpt-4o,question_001,14,8,1.4389116399738239e-09,1.299118772815373e-09,2.0388558780675256e-10,7.21121888127003e-10,30
gpt-4o,question_001,14,9,1.0364091748165149e-09,1.1739720940056896e-09,1.9009458305037905e-10,8.702916549169509e-10,30
gpt-4o,question_001,14,10,6.691560564966305e-10,6.781042067217943e-10,1.0094321323979363e-10,4.586130879900805e-10,30
gpt-4o,question_001,15,1,0.9999995679801056,0.999999488511044,1.3533093407611217e-07,5.960179462194404e-07,30
gpt-4o,question_001,15,2,3.4663274126619643e-07,3.7330563200549146e-07,9.958531151081302e-08,4.2507138272868293e-07,30
gpt-4o,question_001,15,3,4.3386174781961194e-08,4.6436512921796434e-08,1.242302163546006e-08,4.694413646954295e-08,30
gpt-4o,question_001,15,4,1.0632239387868047e-08,1.2216353319743016e-08,3.147041574719214e-09,1.1473785847336521e-08,30
gpt-4o,question_001,15,5,1.4615767766244206e-09,1.533880482060361e-09,1.8842969236399283e-10,7.22234130323405e-10,30
gpt-4o,question_001,15,6,1.2116897062778954e-09,1.132523998999041e-09,1.3990266875500778e-10,5.03122694349016e-10,30
gpt-4o,question_001,15,7,1.0283476974581101e-09,1.1383141478025786e-09,3.143906141313719e-10,1.0799548930598216e-09,30
gpt-4o,question_001,15,8,6.092758470188601e-10,6.292363321496489e-10,1.406130087374022e-10,6.632667348207741e-10,30
gpt-4o,question_001,15,9,4.4228683339128135e-10,4.1432775423281266e-10,7.794483899456527e-11,3.274770961780295e-10,30
gpt-4o,question_001,15,10,4.38844929947149e-10,4.658984108999044e-10,6.246949716149487e-11,2.399040842503099e-10,30
gpt-4o,question_001,16,1,1.0,1.0,0.0,0.0,30
gpt-4o,question_001,16,2,3.471549131547318e-10,4.372866558498769e-10,1.8615503725426183e-10,7.099071942976945e-10,30
gpt-4o,question_001,16,3,1.0923714006028706e-10,1.3545683512212066e-10,5.176852243231577e-11,2.1315279356727538e-10,30
gpt-4o,question_001,16,4,1.2256067444099483e-11,1.3907256119257698e-11,4.780233598167753e-12,1.5589015799624646e-11,30
gpt-4o,question_001,16,5,1.0081566082760984e-11,1.1455645196603275e-11,4.476905793390815e-12,1.6806650939402943e-11,30
gpt-4o,question_001,16,6,9.251365071454483e-12,1.1705567536908374e-11,5.23250106607534e-12,2.0110310787874328e-11,30
gpt-4o,question_001,16,7,8.423463754468647e-12,1.1881070069119518e-11,5.056074252432837e-12,1.9321904011736502e-11,30
gpt-4o,question_001,16,8,6.611652455766365e-12,7.531307896453732e-12,2.41377600909434e-12,9.412431157099663e-12,30
gpt-4o,question_001,16,9,6.611652455766365e-12,1.025056805271867e-11,5.7757870871591514e-12,1.9771788248404472e-11,30
gpt-4o,question_001,16,10,6.2597867305445255e-12,8.532059213645956e-12,3.6339881865163204e-12,1.1917700087197937e-11,30
gpt-4o,question_001,17,1,0.9998056571771403,0.99980988407097,1.9581331052886077e-05,0.00010580940151228013,30
gpt-4o,question_001,17,2,0.0001713042145583621,0.0001699060244977391,1.8585058087624038e-05,9.861194763178968e-05,30
gpt-4o,question_001,17,3,7.181914625199466e-06,6.17130122189995e-06,1.087294647844709e-06,4.5822748709542096e-06,30
gpt-4o,question_001,17,4,4.09213160212248e-06,3.2901537213640887e-06,7.913517987086383e-07,2.939002564612981e-06,30
gpt-4o,question_001,17,5,3.844201881785695e-06,3.4162530371256192e-06,6.381498766517174e-07,2.374605118388251e-06,30
gpt-4o,question_001,17,6,3.041013987745717e-06,2.658936983796887e-06,5.178744095900321e-07,1.6597082839999375e-06,30
gpt-4o,question_001,17,7,8.849855236228721e-07,1.0670089795818887e-06,2.0442367028732985e-07,9.154363645512706e-07,30
gpt-4o,question_001,17,8,6.680221204175221e-07,6.41200065968898e-07,9.269624061040903e-08,4.506787636157442e-07,30
gpt-4o,question_001,17,9,4.964318868092052e-07,4.885956942388789e-07,7.5827937186641e-08,2.899088117464213e-07,30
gpt-4o,question_001,17,10,4.7369861559300514e-07,4.1387211098391047e-07,6.096545645738964e-08,2.0140841325863835e-07,30
gpt-4o,question_001,18,1,0.5747479000088895,0.5768464994997546,0.010604791059378095,0.044011004130789066,30
gpt-4o,question_001,18,2,0.37108513470826493,0.36790873702902044,0.010714704696805473,0.04255716078034649,30
gpt-4o,question_001,18,3,0.031922355684370685,0.03236239420865326,0.0013552438550789437,0.007570561822097165,30
gpt-4o,question_001,18,4,0.00845858017124771,0.008528830639758875,0.00030103478902858595,0.0016500322064362406,30
gpt-4o,question_001,18,5,0.007012409260427709,0.0076658819065385615,0.0009049616172992826,0.002576791522344677,30
gpt-4o,question_001,18,6,0.0038726201956170558,0.003850442207083008,0.00018290441016498513,0.0008948039483838311,30
gpt-4o,question_001,18,7,0.0016655931913693652,0.0015929194629096934,0.00015252499010653167,0.000743990653927971,30
gpt-4o,question_001,18,8,0.0005846781997945022,0.0005721753418901647,6.724631373857071e-05,0.00029012927989946295,30
gpt-4o,question_001,18,9,0.00017831686120641023,0.00017176846631984533,1.778738601151102e-05,8.85672042628104e-05,30
gpt-4o,question_001,18,10,8.555736502193888e-05,0.00010584883929064013,3.180534100802034e-05,0.00012076861010136172,30
gpt-4o,question_002,0,1,0.9845230159905165,0.9867522561581001,0.002798977240248719,0.012265033963724581,30
gpt-4o,question_002,0,2,0.007516927359857733,0.005478459816732448,0.001975896349838377,0.008469429683891076,30
gpt-4o,question_002,0,3,0.0032329901715554632,0.0029285502882643384,0.00040551804438380127,0.0017124841762416847,30
gpt-4o,question_002,0,4,0.0020231535525682127,0.0023236782371837223,0.00028009838968077474,0.0010520501249664132,30
gpt-4o,question_002,0,5,0.000636613510599681,0.0005397658980476751,0.00018109621769785692,0.0006525851806855331,30
gpt-4o,question_002,0,6,0.0005980430478208854,0.0004574464359841977,0.00016742831525682624,0.0006946733088116601,30
gpt-4o,question_002,0,7,0.000561809451247724,0.0005447344766683328,7.009585231732972e-05,0.0002608784313273263,30
gpt-4o,question_002,0,8,0.0004957951005688676,0.0004934132596377323,0.00011597259520908568,0.0003468185957509824,30
gpt-4o,question_002,0,9,0.0001214997567650839,0.0001544247996429833,2.3603079274187604e-05,0.00011068709756603515,30
gpt-4o,question_002,0,10,7.255081847852548e-05,0.00010819922020970474,2.0907531523748895e-05,0.00010548390557502119,30
gpt-4o,question_002,1,1,0.9924593327662031,0.993300554205818,0.001119973938974955,0.0033500797509179447,30
gpt-4o,question_002,1,2,0.003014129200074858,0.0025434449068948094,0.0004901733240561213,0.0014035332024180754,30
gpt-4o,question_002,1,3,0.0017998187509812107,0.0016370219081832977,0.00028099030109329825,0.0009017594604931714,30
gpt-4o,question_002,1,4,0.0016907732453683836,0.001606377960855762,0.00022155424681583966,0.0009238578988427669,30
gpt-4o,question_002,1,5,0.0007159184364613182,0.000638188398622757,0.00014601291685419402,0.0004203744988951729,30
gpt-4o,question_002,1,6,0.00010476201405921614,8.240434611686524e-05,2.89202732218001e-05,7.426686796012068e-05,30
gpt-4o,question_002,1,7,5.026536367148456e-05,4.025735361891876e-05,1.5346427213530355e-05,4.188532065829015e-05,30
gpt-4o,question_002,1,8,4.038935438472789e-05,3.479451925191489e-05,1.258244506652834e-05,3.409671253836361e-05,30
gpt-4o,question_002,1,9,2.062886368616558e-05,1.9176311881664484e-05,4.667980091246796e-06,1.436978116319536e-05,30
gpt-4o,question_002,1,10,1.0212028037449264e-05,9.09537263015273e-06,1.908597735753327e-06,5.7439013205276955e-06,30
gpt-4o,question_003,0,1,0.9440821783432523,0.9594226574208874,0.00943433421718035,0.022848865113622496,30
gpt-4o,question_003,0,2,0.04700308290745663,0.031964144674119864,0.009021582220152808,0.022028766162803432,30
gpt-4o,question_003,0,3,0.005975772820239828,0.006124151293867275,0.00042419441225794374,0.0015492029937440328,30
gpt-4o,question_003,0,4,0.0021983639656773216,0.0015417367962642459,0.0004637063361744455,0.001054443756559893,30
gpt-4o,question_003,0,5,0.0003167043569322566,0.0004162130413020043,8.828781873914494e-05,0.00045498401119159487,30
gpt-4o,question_003,0,6,0.00020447970136660464,0.00024310405608102135,3.950775540618474e-05,0.00020857551696943714,30
gpt-4o,question_003,0,7,0.00012796012740394323,0.00016357920251512488,3.672769396352133e-05,0.00013003511139251454,30
gpt-4o,question_003,0,8,3.135797782353653e-05,4.661097274739279e-05,8.954387944114129e-06,2.814809978081971e-05,30
gpt-4o,question_003,0,9,2.7244283267044876e-05,3.90149366077328e-05,8.525834841300305e-06,3.226179433731136e-05,30
gpt-4o,question_003,0,10,9.125691804031714e-06,1.1175265859715408e-05,1.5921681396343986e-06,4.364855041457096e-06,30
gpt-4o,question_003,1,1,0.967269344172453,0.9620132977446167,0.004235257727924248,0.01082340020449013,30
gpt-4o,question_003,1,2,0.020712286028077148,0.024367076709278224,0.0028333183837931657,0.007499136036274733,30
gpt-4o,question_003,1,3,0.005236884778960548,0.006344906563849761,0.0008725293778833142,0.002231971591615918,30
gpt-4o,question_003,1,4,0.003078605743186929,0.00356562081984694,0.0005670119896241938,0.001488825746648981,30
gpt-4o,question_003,1,5,0.0026747390219780637,0.002445928031653872,0.00017395057534056065,0.0006421413270429428,30
gpt-4o,question_003,1,6,0.00029544482225504645,0.00032356839591309326,2.4099516210996536e-05,0.00012883429997287638,30
gpt-4o,question_003,1,7,0.00022652540289436023,0.0002805146349306849,3.241791427547977e-05,9.6894394548565e-05,30
gpt-4o,question_003,1,8,0.00017641816115969322,0.00022100845700052374,2.5989562707432717e-05,9.833390268511183e-05,30
gpt-4o,question_003,1,9,9.896161945496198e-05,0.00012823679831753921,2.1084441968368933e-05,9.990794634335338e-05,30
gpt-4o,question_003,1,10,6.801526006318746e-05,9.637673791166714e-05,1.6996911021126584e-05,5.8702243337613075e-05,30
gpt-4o,question_003,2,1,0.7845736338068742,0.7991586667775665,0.008762446903992516,0.03905265750454423,30
gpt-4o,question_003,2,2,0.20149517056478597,0.18887553968219137,0.007605652056536307,0.03430844201504615,30
gpt-4o,question_003,2,3,0.013927851394917347,0.011960511279964855,0.001549349010514053,0.005065951548440891,30
gpt-4o,question_003,2,4,2.386363864574613e-06,3.867092043308701e-06,7.887907418526252e-07,2.5142806055792037e-06,30
gpt-4o,question_003,2,5,3.702745808636093e-07,5.093992329634873e-07,7.619366176222456e-08,2.9555133579286106e-07,30
gpt-4o,question_003,2,6,2.142984866987049e-07,2.77110645021083e-07,3.82594649225452e-08,1.5029514072991861e-07,30
gpt-4o,question_003,2,7,1.4613887099826966e-07,2.256424158202693e-07,4.718087311692031e-08,1.3359557611158634e-07,30
gpt-4o,question_003,2,8,6.510254166025772e-08,8.239347124986469e-08,2.0528437823525186e-08,5.977798346453619e-08,30
gpt-4o,question_003,2,9,2.3949886644816156e-08,2.6409001080613097e-08,1.1993927515503306e-09,6.768316687623576e-09,30
gpt-4o,question_003,2,10,2.2764045530590176e-08,2.4839014579326397e-08,1.4356010279906744e-09,8.074385450365589e-09,30
gpt-4o,question_003,3,1,0.998369237107193,0.9983536934506737,0.00024235892168405172,0.0010820703539839993,30
gpt-4o,question_003,3,2,0.0014777166101242814,0.001450230586587728,0.00021135644003285065,0.0009330882778192513,30
gpt-4o,question_003,3,3,0.00012711965664685755,0.00015503593612630403,3.370184234770905e-05,0.00016037370430229547,30
gpt-4o,question_003,3,4,1.1640656268961004e-05,1.5811032038617586e-05,5.3736956155379114e-06,3.0049999294032874e-05,30
gpt-4o,question_003,3,5,6.134194791433151e-06,1.30443643856644e-05,4.261905699815102e-06,1.561403643789695e-05,30
gpt-4o,question_003,3,6,4.630333154888442e-06,6.9635506240619394e-06,2.069598344438129e-06,8.969462756435515e-06,30
gpt-4o,question_003,3,7,1.3794589005254892e-06,2.320029499261031e-06,7.204605065224441e-07,2.415239433019324e-06,30
gpt-4o,question_003,3,8,4.918612183569785e-07,6.302718544370554e-07,1.4401429027849533e-07,6.926472845552876e-07,30
gpt-4o,question_003,3,9,4.6206085361589695e-07,5.709740212443738e-07,9.436444312150278e-08,3.7546525178091593e-07,30
gpt-4o,question_003,3,10,4.443595802921883e-07,6.94461924253961e-07,1.9282902822774266e-07,8.335545243954065e-07,30
gpt-4o,question_003,4,1,0.6081355439836134,0.6146603770017348,0.03064438507148144,0.10605450477745038,30
gpt-4o,question_003,4,2,0.3465051880702597,0.3408072105856148,0.0315232890196039,0.10002636630830852,30
gpt-4o,question_003,4,3,0.024328485595079514,0.03085653665172007,0.004340749043198221,0.016057146191061532,30
gpt-4o,question_003,4,4,0.01498834517134145,0.008813099907873528,0.003421974728649002,0.010645289067597454,30
gpt-4o,question_003,4,5,0.0029056232480544767,0.002084416141232249,0.0007827688568278892,0.0032514827361770525,30
gpt-4o,question_003,4,6,0.002159275849259048,0.001439911473329395,0.0005280732011849704,0.0018062532224171605,30
gpt-4o,question_003,4,7,0.00035249209254174953,0.000560285082212293,0.00011970065704695579,0.00039433740249042936,30
gpt-4o,question_003,4,8,0.0002072194112207302,0.0002109230477880322,3.067710252914803e-05,0.0001494602872852713,30
gpt-4o,question_003,4,9,7.865161705989572e-05,9.1959629965773e-05,1.3517226297693191e-05,7.231140584219601e-05,30
gpt-4o,question_003,4,10,7.504989728780843e-05,0.00011309229612537968,2.7501903908771468e-05,9.824548912810592e-05,30
gpt-4o,question_003,5,1,0.9999995679801056,0.9999995520863106,2.1705383573979274e-07,9.536286003086758e-07,30
gpt-4o,question_003,5,2,2.2380291861018046e-07,2.9599686776130143e-07,1.69380423444334e-07,7.918931030167227e-07,30
gpt-4o,question_003,5,3,5.570895115289491e-08,4.925204048935509e-08,2.9310381647257852e-08,1.453464908223061e-07,30
gpt-4o,question_003,5,4,1.7257827987960214e-08,1.5632831202868895e-08,3.592870492857137e-09,1.8194959672781563e-08,30
gpt-4o,question_003,5,5,9.530677790842976e-09,9.790090789662983e-09,5.715843881349522e-09,2.7060127736619013e-08,30
gpt-4o,question_003,5,6,7.539386683091652e-09,5.418573311463492e-09,1.3247313001978292e-09,6.539499869394271e-09,30
gpt-4o,question_003,5,7,2.9989608248573072e-09,4.371155221412269e-09,1.589475817466603e-09,7.266925217119142e-09,30
gpt-4o,question_003,5,8,2.9524662467908195e-09,3.5998518366504372e-09,2.0851216424144486e-09,1.1601503751889468e-08,30
gpt-4o,question_003,5,9,2.409732720382012e-09,2.4989143740611212e-09,1.589325878774286e-09,6.204154170685091e-09,30
gpt-4o,question_003,5,10,1.8767017296262976e-09,2.0886286947745847e-09,1.2100400340112017e-09,4.9989216978171685e-09,30
gpt-4o,question_003,6,1,0.9981529144937671,0.9985596576506063,0.00032302201669939915,0.0011678837734664382,30
gpt-4o,question_003,6,2,0.001810144327990104,0.0014132147146041218,0.000315601686267423,0.0011402099990392653,30
gpt-4o,question_003,6,3,3.394015692733846e-05,2.444533304839043e-05,7.794646902961122e-06,2.8564997430598554e-05,30
gpt-4o,question_003,6,4,2.807828428863546e-06,2.541158377238991e-06,5.181031637538953e-07,2.18566181706584e-06,30
gpt-4o,question_003,6,5,6.300994783828012e-08,5.649779426636327e-08,1.783621126435879e-08,8.907573553377546e-08,30
gpt-4o,question_003,6,6,3.935368003681353e-08,3.319668915736175e-08,1.02134662859249e-08,5.125937524048306e-08,30
gpt-4o,question_003,6,7,2.4675050110082103e-08,2.2089515554838442e-08,6.817369868018264e-09,2.6377509169489174e-08,30
gpt-4o,question_003,6,8,1.559278396856597e-08,1.5424292142329226e-08,4.622323334229311e-09,1.7717647753889184e-08,30
gpt-4o,question_003,6,9,9.15310711789815e-09,7.563994561352336e-09,2.617873351263556e-09,1.1073274085883007e-08,30
gpt-4o,question_003,6,10,5.342871909899122e-09,4.5853262440180804e-09,1.78269720664768e-09,5.341317367347159e-09,30
gpt-4o,question_003,7,1,0.9943633093359174,0.9959035292444226,0.0010300274225018163,0.0030897731440165943,30
gpt-4o,question_003,7,2,0.0043939467333828554,0.00307917822363638,0.0008299963450706738,0.002568096203252411,30
gpt-4o,question_003,7,3,0.0011109637160561072,0.0008881021765897453,0.0002224420248446877,0.0009280727077060652,30
