Task,Question,BatchSize,Token_Step,Token_Rank,Token_ID,Prob_B1,Mean_Prob_Runs,Std_Prob_Runs (sigma_j),Range_Prob_Runs (R_j)
2xA6000,question_006,2,20,1,1018,0.9999986886978149,0.9999983906745911,2.0204127793022053e-07,7.152557373046875e-07
2xA6000,question_006,2,20,2,818,7.33820570530952e-07,7.941920898701937e-07,1.0661361216079968e-07,4.962018920195987e-07
2xA6000,question_006,2,20,3,73007,4.4508462337944366e-07,5.278347430248687e-07,5.625349785987055e-08,2.0250953980394115e-07
2xA6000,question_006,2,20,4,76066,9.931181921274401e-08,1.0166812103307166e-07,1.503647872880265e-08,7.624181819210207e-08
2xA6000,question_006,2,20,5,1882,3.65347752051548e-08,4.317905677453382e-08,6.753365866529748e-09,2.7993799278647202e-08
2xA6000,question_006,2,20,6,177906,1.9555656649572484e-08,2.0622126228886373e-08,2.6505089234518664e-09,1.322332998654474e-08
2xA6000,question_006,2,20,7,67797,8.152009733919385e-09,1.0615327283858278e-08,1.6388251866672476e-09,8.035829779373671e-09
2xA6000,question_006,2,20,8,236829,8.152009733919385e-09,9.605950701541133e-09,1.4643701806704712e-09,6.246259065534332e-09
2xA6000,question_006,2,20,9,141198,8.152009733919385e-09,8.484359881322234e-09,1.3321109770814132e-09,5.5123070552554054e-09
2xA6000,question_006,2,20,10,46184,6.348791714572144e-09,6.9266610225326986e-09,9.606804241002465e-10,4.292988631249273e-09
2xA6000,question_006,2,21,1,76066,0.6996856927871704,0.7085795998573303,0.021274369210004807,0.09631878137588501
2xA6000,question_006,2,21,2,73007,0.15612098574638367,0.15114256739616394,0.015644483268260956,0.06601136922836304
2xA6000,question_006,2,21,3,3689,0.094692163169384,0.09111198037862778,0.008225377649068832,0.03818117082118988
2xA6000,question_006,2,21,4,818,0.044729407876729965,0.04452214762568474,0.003531853435561061,0.020214643329381943
2xA6000,question_006,2,21,5,141198,0.0022269461769610643,0.0021817367523908615,0.00014251093671191484,0.0005410002777352929
2xA6000,question_006,2,21,6,46184,0.0017343475483357906,0.0017630970105528831,0.00016445784422103316,0.0008746248204261065
2xA6000,question_006,2,21,7,137938,0.00038698522257618606,0.0002949728805106133,3.306544022052549e-05,0.00015224263188429177
2xA6000,question_006,2,21,8,46797,0.00023471839085686952,0.0002025072753895074,2.9082109904265963e-05,0.00013579199730884284
2xA6000,question_006,2,21,9,24501,8.634807454654947e-05,8.675592107465491e-05,1.0781171113194432e-05,4.599273233907297e-05
2xA6000,question_006,2,21,10,67797,6.724795093759894e-05,7.937713235151023e-05,1.0634396858222317e-05,4.358616570243612e-05
2xA6000,question_006,2,22,1,506,0.9624975323677063,0.9617245197296143,0.003952970262616873,0.018206357955932617
2xA6000,question_006,2,22,2,32137,0.037320081144571304,0.03804923966526985,0.00394316716119647,0.018108053132891655
2xA6000,question_006,2,22,3,20524,0.0001525186380604282,0.0001922991214087233,2.3679744117544033e-05,9.89158870652318e-05
2xA6000,question_006,2,22,4,16915,1.607534613867756e-05,1.8156832084059715e-05,2.240777803308447e-06,4.565545168588869e-06
2xA6000,question_006,2,22,5,43570,5.913789664191427e-06,6.108509751356905e-06,9.886430234473664e-07,2.9876059670641553e-06
2xA6000,question_006,2,22,6,192022,2.793476596707478e-06,3.1522795325145125e-06,4.2458424331925926e-07,1.599133383933804e-06
2xA6000,question_006,2,22,7,37368,2.465234047122067e-06,3.2274499517370714e-06,6.37383720913931e-07,2.429990672681015e-06
2xA6000,question_006,2,22,8,16455,1.6943290574999992e-06,2.09133509088133e-06,3.133457937565254e-07,1.2981545296497643e-06
2xA6000,question_006,2,22,9,1255,5.500680799741531e-07,6.762815587535442e-07,8.218255231895455e-08,3.4730487641354557e-07
2xA6000,question_006,2,22,10,1144,1.083148291058933e-07,1.0410465733912133e-07,1.3624874561912748e-08,6.317242196018924e-08
2xA6000,question_007,2,0,1,19058,0.7648919224739075,0.8282594084739685,0.018120551481842995,0.06722646951675415
2xA6000,question_007,2,0,2,8291,0.21914520859718323,0.15771663188934326,0.018225712701678276,0.06256859749555588
2xA6000,question_007,2,0,3,6481,0.014009485021233559,0.012057427316904068,0.0013163699768483639,0.005971786566078663
2xA6000,question_007,2,0,4,818,0.0018959776498377323,0.0019118830095976591,0.0002463790006004274,0.0012982154730707407
2xA6000,question_007,2,0,5,1018,5.7253564591519535e-05,5.442948895506561e-05,7.532402378274128e-06,2.474764914950356e-05
2xA6000,question_007,2,0,6,113106,8.607725021647639e-08,8.009949681309081e-08,1.2883004885111404e-08,3.951567961735236e-08
2xA6000,question_007,2,0,7,7676,6.703702837285164e-08,7.493056841667567e-08,1.1652885767432508e-08,3.9695688514029825e-08
2xA6000,question_007,2,0,8,236829,1.495798329642639e-08,1.5330357427956187e-08,2.6771762584587577e-09,1.1021512591469218e-08
2xA6000,question_007,2,0,9,22736,1.1649289533011142e-08,1.1936050370309204e-08,1.6355875542828358e-09,8.670355988726897e-09
2xA6000,question_007,2,0,10,22695,9.07247521553245e-09,8.380794724871521e-09,1.4962089345260665e-09,6.2304326142736954e-09
2xA6000,question_007,2,1,1,236764,0.9999998807907104,0.9999998807907104,2.920019248620065e-08,1.1920928955078125e-07
2xA6000,question_007,2,1,2,1531,1.1253516163378663e-07,1.453454530064846e-07,2.198851234425092e-08,9.770816689069761e-08
2xA6000,question_007,2,1,3,236761,8.592165867682411e-10,1.2039822472331707e-09,2.2708702973606165e-10,9.597448391573948e-10
2xA6000,question_007,2,1,4,3792,7.582559025109958e-10,7.653144784569577e-10,1.1837934799086014e-10,5.127254731895903e-10
2xA6000,question_007,2,1,5,236888,3.5817473986732296e-10,4.962670829833371e-10,9.913184162435584e-11,5.431284311185891e-10
2xA6000,question_007,2,1,6,237108,1.6918978718027944e-10,2.151892136703637e-10,4.132818740010258e-11,1.6677870195991318e-10
2xA6000,question_007,2,1,7,39930,7.99195917777773e-11,1.0130648403494646e-10,2.017210357085908e-11,7.878066254907168e-11
2xA6000,question_007,2,1,8,37871,9.545034033997535e-12,1.1600101955389075e-11,2.5836412002877562e-12,9.409008294714027e-12
2xA6000,question_007,2,1,9,1031,9.545034033997535e-12,1.1331841714978808e-11,2.0938235954087725e-12,7.313637542805118e-12
2xA6000,question_007,2,1,10,506,6.5601998659736704e-12,8.44025630636347e-12,1.4451031517259683e-12,5.6958652204508464e-12
2xA6000,question_007,2,2,1,1531,0.9999994039535522,0.9999993443489075,1.0545138451334424e-07,3.5762786865234375e-07
2xA6000,question_007,2,2,2,1590,6.475948453044111e-07,6.19335310148017e-07,8.979897359040478e-08,3.271806008342537e-07
2xA6000,question_007,2,2,3,506,1.250152092957535e-09,1.4980030549338608e-09,3.421790351065823e-10,1.672951999154293e-09
2xA6000,question_007,2,2,4,3792,9.736195183407403e-10,1.133544480502735e-09,2.5835619754666084e-10,8.469713264069867e-10
2xA6000,question_007,2,2,5,1184,2.7894664356153953e-10,3.5741448689563526e-10,8.98543947580599e-11,3.732860132110716e-10
2xA6000,question_007,2,2,6,564,2.1724386178867405e-10,2.184320363474157e-10,5.248136300539663e-11,2.264094189907695e-10
2xA6000,question_007,2,2,7,2918,3.775132637051648e-11,5.679645989631332e-11,1.3414859501015286e-11,6.115993822497501e-11
2xA6000,question_007,2,2,8,19518,2.2897335069660407e-11,3.2846551867304896e-11,7.812419114405778e-12,3.064119444284863e-11
2xA6000,question_007,2,2,9,692,1.573709391966549e-11,1.852213001030112e-11,4.577765250202148e-12,1.858482291672292e-11
2xA6000,question_007,2,2,10,496,1.0815935820585043e-11,1.4971556980269973e-11,3.764313947357545e-12,1.3352304505109824e-11
2xA6000,question_007,2,3,1,236789,0.9999997615814209,0.9999998807907104,0.0,0.0
2xA6000,question_007,2,3,2,236858,2.1024332852448424e-07,1.927255794953453e-07,2.0027142610956616e-08,9.373890463848511e-08
2xA6000,question_007,2,3,3,21841,3.653481428500527e-08,3.9016747166442656e-08,5.0425130737608015e-09,2.4704499779204525e-08
2xA6000,question_007,2,3,4,25080,1.1032558200341214e-09,1.00577135508928e-09,1.2326344112079113e-10,4.918966900469002e-10
2xA6000,question_007,2,3,5,10440,7.582558469998446e-10,6.858495993355973e-10,1.0893491664276667e-10,4.5247872115794507e-10
2xA6000,question_007,2,3,6,236775,4.058651192906382e-10,4.046980250915766e-10,5.742015196652517e-11,2.744421634393035e-10
2xA6000,question_007,2,3,7,236929,3.5817471211174734e-10,3.5118363772568273e-10,4.344793275157244e-11,2.137358068310391e-10
2xA6000,question_007,2,3,8,237130,3.1608807238292513e-10,3.23962551229684e-10,5.134778019444397e-11,2.137358068310391e-10
2xA6000,question_007,2,3,9,2541,2.78946754583842e-10,2.377898156158409e-10,3.373937587647369e-11,1.468983129582213e-10
2xA6000,question_007,2,3,10,236880,1.4930942593416319e-10,1.3972673018614046e-10,2.1544394740447004e-11,1.1462516352755969e-10
2xA6000,question_007,2,4,1,236751,1.0,1.0,0.0,0.0
2xA6000,question_007,2,4,2,236745,3.775134718719819e-11,3.572888512826111e-11,4.988429374436221e-12,2.2527590903820283e-11
2xA6000,question_007,2,4,3,236773,1.3887944613766301e-11,1.3575202593985036e-11,1.3068712778618874e-12,4.921160701165661e-12
2xA6000,question_007,2,4,4,540,1.0815941892117209e-11,9.579941007142878e-12,1.252370603055386e-12,5.6958660878125844e-12
2xA6000,question_007,2,4,5,236746,7.433680407342713e-12,7.38075833089935e-12,9.090752781625022e-13,3.755678493894132e-12
2xA6000,question_007,2,4,6,1686,5.7893564074651405e-12,5.433164335100216e-12,7.25084597398562e-13,3.454717848599964e-12
2xA6000,question_007,2,4,7,1075,5.1090889331695255e-12,5.2108161535668884e-12,7.113532310941417e-13,3.0487786774335834e-12
2xA6000,question_007,2,4,8,7009,3.511422055901825e-12,3.611466811367925e-12,5.920840532268323e-13,2.695726237719742e-12
2xA6000,question_007,2,4,9,3050,3.098819161342914e-12,3.0709931125860734e-12,5.137764671168943e-13,2.378970067815067e-12
2xA6000,question_007,2,4,10,108,2.4133626954497833e-12,2.133098385426191e-12,2.8451668646935213e-13,1.2709196759233543e-12
2xA6000,question_007,2,5,1,2541,0.9994449019432068,0.9993914365768433,9.512138058198616e-05,0.00048154592514038086
2xA6000,question_007,2,5,2,18840,0.0005527773755602539,0.0006059524021111429,9.489405056228861e-05,0.00048049254110082984
2xA6000,question_007,2,5,3,1751,2.2590747903450392e-06,2.5385256776644383e-06,4.009440033314604e-07,1.964409648280707e-06
2xA6000,question_007,2,5,4,1966,7.19014003891516e-09,1.0741483258414064e-08,1.6353152165748952e-09,8.028106179835959e-09
2xA6000,question_007,2,5,5,8540,3.396381620390798e-09,5.330227814681621e-09,7.876204688450628e-10,2.8279698582878154e-09
2xA6000,question_007,2,5,6,7284,2.1712340259050222e-10,2.843941748764678e-10,4.0348266394651944e-11,1.4079620802576187e-10
2xA6000,question_007,2,5,7,1171,1.3169200452356478e-10,1.8878099083963207e-10,2.750789353245242e-11,1.4705582584984e-10
2xA6000,question_007,2,5,8,3050,1.0256183402557184e-10,1.5743108205956702e-10,2.6642823364175783e-11,8.541795049055168e-11
2xA6000,question_007,2,5,9,90425,6.220689241498434e-11,8.931148876012429e-11,1.942136555743712e-11,6.94644480825346e-11
2xA6000,question_007,2,5,10,13058,4.8446781308886244e-11,7.292975251482758e-11,1.249991776752779e-11,5.40988989716773e-11
2xA6000,question_007,2,6,1,1679,0.9770224094390869,0.9775137901306152,0.0028197818901389837,0.011325955390930176
2xA6000,question_007,2,6,2,672,0.02297736518085003,0.022485921159386635,0.002819796558469534,0.01132601872086525
2xA6000,question_007,2,6,3,1239,9.702999648197874e-08,9.951838109145683e-08,1.2117849834680783e-08,6.522475359815871e-08
2xA6000,question_007,2,6,4,625,5.193641783307612e-08,6.727800183625732e-08,9.892774599506993e-09,3.36922525434602e-08
2xA6000,question_007,2,6,5,1546,1.9106339621544066e-08,1.9635912451576587e-08,2.6626942872809423e-09,1.2843511143501019e-08
2xA6000,question_007,2,6,6,600,2.013793132249475e-09,2.1137565031636996e-09,3.0647562265784245e-10,1.3536963772153854e-09
2xA6000,question_007,2,6,7,3843,1.7771663030075047e-09,1.9048254085163308e-09,2.890302441826975e-10,1.1946331701651047e-09
2xA6000,question_007,2,6,8,506,1.2214274036637107e-09,1.2664540527396184e-09,1.6014314874190916e-10,6.122355955540115e-10
2xA6000,question_007,2,6,9,855,5.769614230821674e-10,6.451237877236338e-10,8.392389561073799e-11,3.878405097079707e-10
2xA6000,question_007,2,6,10,872,4.493380389991586e-10,4.3354034251485984e-10,6.599651380945204e-11,3.4338012988577304e-10
2xA6000,question_007,2,7,1,506,0.9592131972312927,0.9584885835647583,0.004123369697481394,0.013331413269042969
2xA6000,question_007,2,7,2,1144,0.028965728357434273,0.02547418139874935,0.003090314334258437,0.006331443786621094
2xA6000,question_007,2,7,3,672,0.010655896738171577,0.014848520047962666,0.00185303611215204,0.006832464598119259
2xA6000,question_007,2,7,4,1546,0.0011231231037527323,0.0011416885536164045,0.00013806307106278837,0.0005594210815615952
2xA6000,question_007,2,7,5,837,2.6413326850160956e-05,2.8709557227557525e-05,4.040706699015573e-06,2.2588845240534283e-05
2xA6000,question_007,2,7,6,8398,1.2476771189540159e-05,1.4873888176225591e-05,1.6417862980233622e-06,3.736669896170497e-06
2xA6000,question_007,2,7,7,1239,2.783944182738196e-06,3.0094302019278985e-06,3.9897881265460455e-07,1.4107292827247875e-06
2xA6000,question_007,2,7,8,623,2.9342552920752496e-07,2.7738815333577804e-07,3.84868705793906e-08,1.486761362912148e-07
2xA6000,question_007,2,7,9,7009,1.8758067099611253e-08,1.855521780669278e-08,3.1809437306407062e-09,1.2748576416754531e-08
2xA6000,question_007,2,7,10,3363,1.4608798615256546e-08,1.750309230885705e-08,2.6452213752747866e-09,1.2748576416754531e-08
2xA6000,question_007,2,8,1,2934,0.6030628681182861,0.5951732397079468,0.030593400821089745,0.11895430088043213
2xA6000,question_007,2,8,2,3495,0.3657761216163635,0.3726007044315338,0.028896359726786613,0.11324864625930786
2xA6000,question_007,2,8,3,8398,0.030024731531739235,0.03092474862933159,0.004153374116867781,0.014689836651086807
2xA6000,question_007,2,8,4,3835,0.0007061139913275838,0.0008667918154969811,0.00012067986244801432,0.000463451084215194
2xA6000,question_007,2,8,5,6237,0.00025976484175771475,0.00023876606428530067,2.3744576537865214e-05,7.652775093447417e-05
2xA6000,question_007,2,8,6,14485,7.442387141054496e-05,8.991943468572572e-05,1.2094436897314154e-05,4.884387453785166e-05
2xA6000,question_007,2,8,7,1607,7.442387141054496e-05,8.181815792340785e-05,1.0963463864754885e-05,3.7215933843981475e-05
2xA6000,question_007,2,8,8,7009,1.2932929166709073e-05,1.3866355402569752e-05,2.271976427437039e-06,6.534520252898801e-06
2xA6000,question_007,2,8,9,1941,3.705346216520411e-06,4.394702045829035e-06,7.770118486405408e-07,2.945575033663772e-06
2xA6000,question_007,2,8,10,8514,1.7502817399872583e-06,2.116248424499645e-06,2.960757399250724e-07,1.1487402389320778e-06
2xA6000,question_007,2,9,1,532,0.9748177528381348,0.9735442996025085,0.0030795533675700426,0.012525737285614014
2xA6000,question_007,2,9,2,236761,0.022925516590476036,0.02388281375169754,0.00291858846321702,0.011293638497591019
2xA6000,question_007,2,9,3,236787,0.0006922906031832099,0.0006933477125130594,8.72640375746414e-05,0.0003491397947072983
2xA6000,question_007,2,9,4,1003,0.000539156433660537,0.0007182707195170224,9.287272405344993e-05,0.0003493577241897583
2xA6000,question_007,2,9,5,2918,0.000539156433660537,0.0006571534322574735,8.936087397160009e-05,0.0003491247189231217
2xA6000,question_007,2,9,6,531,0.00032701491727493703,0.00033518901909701526,3.754303543246351e-05,0.00016498181503266096
2xA6000,question_007,2,9,7,529,0.00015447090845555067,0.00016383636102546006,2.4311226297868416e-05,0.00013247397146187723
2xA6000,question_007,2,9,8,623,1.7160168681584764e-06,1.8485958435121574e-06,2.6952750431519235e-07,8.668384907650761e-07
2xA6000,question_007,2,9,9,8859,1.0408168691355968e-06,1.047673890752776e-06,1.6879053532647958e-07,5.258887085801689e-07
2xA6000,question_007,2,9,10,684,8.105889719445258e-07,8.277046390503529e-07,1.2957717387962475e-07,4.09465656048269e-07
2xA6000,question_007,2,10,1,506,0.9758837819099426,0.9748661518096924,0.0026287741493433714,0.011713802814483643
2xA6000,question_007,2,10,2,1546,0.022950587794184685,0.023990215733647346,0.0025722431018948555,0.011311987414956093
2xA6000,question_007,2,10,3,18840,0.00042035465594381094,0.0003360320988576859,4.076848563272506e-05,0.0001653007639106363
2xA6000,question_007,2,10,4,12871,0.0003273725160397589,0.00037157503538765013,4.6084431232884526e-05,9.510279051028192e-05
2xA6000,question_007,2,10,5,3835,0.00019856147991959006,0.0002118514821631834,2.382690945523791e-05,5.771114956587553e-05
2xA6000,question_007,2,10,6,3890,0.00019856147991959006,0.00020295713329687715,2.587197013781406e-05,0.0001002823410090059
2xA6000,question_007,2,10,7,13901,7.69906364439521e-06,7.815824574208818e-06,8.758858029978001e-07,3.887499588017818e-06
2xA6000,question_007,2,10,8,1966,5.996037089062156e-06,6.128557743068086e-06,7.791792313582846e-07,3.029390427400358e-06
2xA6000,question_007,2,10,9,3050,2.8323274818831123e-06,2.9395296223810874e-06,3.8101089216979744e-07,1.4308186564448988e-06
2xA6000,question_007,2,10,10,8701,1.337896719633136e-06,1.3194992334319977e-06,1.583102005042747e-07,6.825163154644542e-07
2xA6000,question_008,2,0,1,8291,0.6222219467163086,0.6254794597625732,0.017003389075398445,0.10859012603759766
2xA6000,question_008,2,0,2,19058,0.37739670276641846,0.37406298518180847,0.016999375075101852,0.10854694247245789
2xA6000,question_008,2,0,3,6481,0.00026801746571436524,0.0003424937603995204,8.248477570305113e-06,5.16855507157743e-05
2xA6000,question_008,2,0,4,2094,5.980278001516126e-05,6.0891670727869496e-05,5.627138307318091e-06,3.878705683746375e-05
2xA6000,question_008,2,0,5,1018,3.627222031354904e-05,3.666813063318841e-05,1.7268554302063421e-06,1.0298939741915092e-05
2xA6000,question_008,2,0,6,818,1.7133785149781033e-05,1.732079908833839e-05,8.157084039339679e-07,4.864870788878761e-06
2xA6000,question_008,2,0,7,7676,5.453307849734301e-08,5.5242693974832946e-08,5.0435375875679256e-09,4.002133380254236e-08
2xA6000,question_008,2,0,8,113106,5.453307849734301e-08,5.4272017990797394e-08,1.3070650117796845e-09,8.190163214294444e-09
2xA6000,question_008,2,0,9,100409,1.562398743715221e-08,1.5823339083453902e-08,1.312832842437217e-09,1.0283859985804611e-08
2xA6000,question_008,2,0,10,22736,7.380249300581454e-09,7.458636375190508e-09,6.914034345051334e-10,5.895121280019566e-09
2xA6000,question_008,2,1,1,236789,0.9999958276748657,0.9999955296516418,1.9036197329569404e-07,1.0728836059570312e-06
2xA6000,question_008,2,1,2,236858,2.5612780518713407e-06,2.86449585473747e-06,1.6004148051251832e-07,9.075806701730471e-07
2xA6000,question_008,2,1,3,563,1.209862148243701e-06,1.2041753052471904e-06,2.7857849360657383e-08,1.421619799657492e-07
2xA6000,question_008,2,1,4,239111,3.4663131032175443e-07,3.450020074069471e-07,7.981411087598644e-09,4.073007175975363e-08
2xA6000,question_008,2,1,5,25080,2.8453229106162325e-08,2.8386361705656782e-08,4.680650866895064e-10,3.343354038065627e-09
2xA6000,question_008,2,1,6,236929,1.3440353718863207e-08,1.3317720259919952e-08,5.113695578096156e-10,2.972982748872255e-09
2xA6000,question_008,2,1,7,3305,4.944429754516477e-09,3.894473632470863e-09,2.143216853989216e-10,1.0937073469108327e-09
2xA6000,question_008,2,1,8,236764,2.3355832823312994e-09,2.0617891838270452e-09,5.1759339869672516e-11,5.16627740587694e-10
2xA6000,question_008,2,1,9,10440,1.2501476520654364e-09,1.7852165301590617e-09,1.371673746808355e-10,7.157021642001382e-10
2xA6000,question_008,2,1,10,236775,5.905279598650282e-10,6.644380046161302e-10,1.8672985033219014e-11,7.862771544964176e-11
2xA6000,question_008,2,2,1,236751,1.0,1.0,0.0,0.0
2xA6000,question_008,2,2,2,236773,7.582560135332983e-10,9.609356643736078e-10,5.368828992491359e-11,3.044614560465675e-10
2xA6000,question_008,2,2,3,236745,7.582560135332983e-10,8.46450021185774e-10,5.411622885920231e-11,2.686862954348612e-10
2xA6000,question_008,2,2,4,500,1.1628233792526643e-10,1.3087256278687676e-10,4.581246406537565e-12,2.914634505968294e-11
2xA6000,question_008,2,2,5,540,3.775134718719819e-11,4.74963228469516e-11,3.986874632516679e-12,1.9072909918094183e-11
2xA6000,question_008,2,2,6,236744,2.020683967374204e-11,1.787995966562317e-11,3.324111277035191e-13,2.374366328550259e-12
2xA6000,question_008,2,2,7,154090,7.433680407342713e-12,9.383414184549466e-12,6.476146116769776e-13,2.9848341680238644e-12
2xA6000,question_008,2,2,8,236746,7.433680407342713e-12,5.804772027634408e-12,1.0791824519521681e-13,7.70844325870268e-13
2xA6000,question_008,2,2,9,503,4.508755348242577e-12,4.467616381009787e-12,1.7154684519692792e-13,9.973332923407519e-13
2xA6000,question_008,2,2,10,4671,4.508755348242577e-12,3.9613598859511434e-12,1.232200647939552e-13,8.801433973998352e-13
2xA6000,question_008,2,3,1,496,0.9996825456619263,0.9997175931930542,7.020288649073336e-06,7.015466690063477e-05
2xA6000,question_008,2,3,2,1217,0.00015841101412661374,0.0001577156945131719,4.9052032409235835e-06,3.5037315683439374e-05
2xA6000,question_008,2,3,3,506,0.00015841101412661374,0.00012407577014528215,4.905035893898457e-06,3.5036064218729734e-05
2xA6000,question_008,2,3,4,2918,3.926616614080558e-07,3.922458802207984e-07,2.102289897720766e-08,1.9837153786284034e-07
2xA6000,question_008,2,3,5,614,2.698721459637454e-07,3.0183170451891783e-07,1.6863859642057832e-08,9.563186154082359e-08
2xA6000,question_008,2,3,6,1023,7.191849338283873e-09,8.094510839384839e-09,2.8333438373273623e-10,1.8027099812911729e-09
2xA6000,question_008,2,3,7,1041,2.6457336321783487e-09,2.6113557982654356e-09,1.458963089229215e-10,8.273779439349482e-10
2xA6000,question_008,2,3,8,15512,1.4161589678707287e-09,1.4066149356395385e-09,4.92341376001626e-11,3.1322533455835355e-10
2xA6000,question_008,2,3,9,25890,1.2497559653823487e-09,1.2439255181462272e-09,2.8773653598657134e-11,1.4685508364919997e-10
2xA6000,question_008,2,3,10,503,7.580152616704083e-10,8.462109901685722e-10,5.4099832252907376e-11,2.686102451576744e-10
2xA6000,question_008,2,4,1,2918,0.7310581803321838,0.7310580015182495,1.8848643534852272e-08,1.1920928955078125e-07
2xA6000,question_008,2,4,2,25890,0.2689412832260132,0.2689412236213684,5.9604645663569045e-09,2.9802322387695312e-08
2xA6000,question_008,2,4,3,2541,3.687074752178887e-07,4.6924083108024206e-07,2.05212860038273e-08,1.0472226108504401e-07
2xA6000,question_008,2,4,4,145783,8.226975722891439e-08,8.226975012348703e-08,2.2469334047856655e-15,1.4210854715202004e-14
2xA6000,question_008,2,4,5,28888,4.989913193753637e-08,6.378828487640931e-08,1.984166386748143e-09,1.4172616857877074e-08
2xA6000,question_008,2,4,6,3305,3.886148292053804e-08,3.9082230784970307e-08,1.5452713553187891e-09,1.1037652569712009e-08
2xA6000,question_008,2,4,7,44027,1.1134002164681078e-08,1.103548630254636e-08,4.826143928937654e-10,2.4628317163433167e-09
2xA6000,question_008,2,4,8,9813,2.4843314072597877e-09,4.059728553329478e-09,1.7754386849588855e-10,9.060248107317648e-10
2xA6000,question_008,2,4,9,14938,1.5068231107306929e-09,1.9262393902153008e-09,5.991662027637901e-11,4.2797609900446787e-10
2xA6000,question_008,2,4,10,146342,1.5068231107306929e-09,1.934798765645951e-09,7.021666889955205e-17,4.440892098500626e-16
2xA6000,question_008,2,5,1,236772,0.9999963045120239,0.9999958872795105,9.536743306171047e-08,4.76837158203125e-07
2xA6000,question_008,2,5,2,684,3.7266393064783188e-06,4.202986019663513e-06,9.723380856030417e-08,4.961941613146337e-07
2xA6000,question_008,2,5,3,25890,3.5817346311084464e-10,2.822268529989458e-10,1.8411581287347545e-11,1.269178651064351e-10
2xA6000,question_008,2,5,4,2003,2.1724318177707147e-10,3.1544289402773984e-10,9.49679571093931e-12,7.92275134386955e-11
2xA6000,question_008,2,5,5,726,6.224121218423306e-11,7.071632168731412e-11,1.3147059396007021e-12,9.390759003746751e-12
2xA6000,question_008,2,5,6,531,4.2777718867181846e-11,4.267717776396118e-11,7.037088468365982e-13,5.0265104578617326e-12
2xA6000,question_008,2,5,7,236964,2.2897263945997892e-11,2.595411212336085e-11,6.515544939515727e-13,6.503391575263251e-12
2xA6000,question_008,2,5,8,532,1.388789343942376e-11,1.5700052369282957e-11,2.588800484745746e-13,1.8491501732609272e-12
2xA6000,question_008,2,5,9,236786,1.388789343942376e-11,1.3924869937675943e-11,2.5888202714353936e-13,1.849157112154831e-12
2xA6000,question_008,2,5,10,240088,1.0815901993477262e-11,1.3934139432569825e-11,6.019168453594292e-13,5.576377033744695e-12
2xA6000,question_008,2,6,1,2003,1.0,1.0,0.0,0.0
2xA6000,question_008,2,6,2,3843,1.1861120086109622e-08,5.739142938665509e-09,5.889973508921287e-10,3.6346534670883557e-09
2xA6000,question_008,2,6,3,9340,1.1032560420787263e-09,6.88304413465346e-10,8.56144044547591e-11,4.3409742467304113e-10
2xA6000,question_008,2,6,4,17429,5.211412412720051e-10,4.1451733712172256e-10,4.044485579779433e-11,2.6329341484832014e-10
2xA6000,question_008,2,6,5,5059,2.789468100949932e-10,1.9695092778881929e-10,2.0715894277767433e-11,8.722965405549843e-11
2xA6000,question_008,2,6,6,1071,4.2777878461741636e-11,3.822060723468468e-11,2.893679653531711e-12,2.161244100351567e-11
2xA6000,question_008,2,6,7,236763,3.3315444153414475e-11,2.3365849186052223e-11,1.9086711378069054e-12,1.041809520596626e-11
2xA6000,question_008,2,6,8,1553,1.2256066821147993e-11,7.672635964073304e-12,1.0459444725260947e-12,6.454264206423588e-12
2xA6000,question_008,2,6,9,684,7.433680407342713e-12,8.519162805753488e-12,4.688279929207506e-13,2.392477709001195e-12
2xA6000,question_008,2,6,10,99511,7.433680407342713e-12,1.606384643360048e-11,5.98832485335099e-12,5.1416461366304844e-11
2xA6000,question_008,2,7,1,236772,1.0,1.0,0.0,0.0
2xA6000,question_008,2,7,2,2918,1.2501528701136522e-09,1.40784717217457e-09,6.754534431774317e-11,5.019719084842222e-10
2xA6000,question_008,2,7,3,726,6.224144116773189e-11,6.290271081788035e-11,5.765335257812421e-12,4.769091024869887e-11
2xA6000,question_008,2,7,4,25890,6.5602007333354084e-12,8.333516168801403e-12,4.4734208741806225e-13,2.6341077756508735e-12
2xA6000,question_008,2,7,5,4313,2.1297852804275097e-12,2.403441378209803e-12,9.630467809936677e-14,8.551694508779351e-13
2xA6000,question_008,2,7,6,236964,2.1297852804275097e-12,2.132461525070073e-12,1.0839769294841706e-13,1.0760196986897563e-12
2xA6000,question_008,2,7,7,236789,1.1399918552548738e-12,1.1437884060022663e-12,4.940855667309729e-14,4.577392067814379e-13
2xA6000,question_008,2,7,8,236786,6.914400150527522e-13,5.433942141738757e-13,3.43014292913512e-14,2.450102295527279e-13
2xA6000,question_008,2,7,9,753,6.101936989542922e-13,5.421287333981506e-13,3.5601448682533524e-14,3.082849188602854e-13
2xA6000,question_008,2,7,10,236784,6.101936989542922e-13,6.189961737623761e-13,4.15710692323705e-14,2.7763284293075285e-13
2xA6000,question_008,2,8,1,9340,1.0,1.0,0.0,0.0
2xA6000,question_008,2,8,2,5471,4.363462480228009e-09,4.353911453591763e-09,2.993023051622856e-10,2.9562226000479086e-09
2xA6000,question_008,2,8,3,2906,1.0815941892117209e-11,8.57437905399383e-12,1.348053721601794e-12,1.127227304553724e-11
2xA6000,question_008,2,8,4,2003,1.0815941892117209e-11,8.8245721494018e-12,2.9957045958456385e-12,2.4291688452415805e-11
